Id,Content,Sentiment
9.37E+17,RT @albanese778: I fucking miss you :( but you are probably better off without me.,Negative
9.37E+17,I need a job that revolves around promoting  mental health but I think it so grimy to make money off of that ,Negative
9.37E+17,I do think homies doing the right thing &amp; deserves every dollar he will get. Steelers are silly for not paying him,Negative
9.37E+17,I fucking miss you :( but you are probably better off without me.,Negative
9.37E+17,"""I understand incentivizing companies to move to you",Negative
9.37E+17,RT @B8SSONS: i hate feeling the way i do,Negative
9.37E+17,"RT @no_onespecixl: Know one enjoys my company and I just make everyone miserable, everyone is better off wi",Negative
9.37E+17, Well he was partially right! I do want him to get sick and die and I would dance on his grave! May I,Negative
9.37E+17,My work schedule for next week makes me want to DIE I am not ready,Negative
9.37E+17,i want to fucking die,Negative
9.37E+17,aj really not wwe champ anymore... I want to die,Negative
9.37E+17, WHY do you raid Drs offices when you KNOW that illegal fentanyl thru mail is killing people? People are in ,Negative
9.37E+17,DANIEL WON!,Negative
9.37E+17,...........why the fuck would they put Daniel is in a match against Brock? Do they want him to die on Sunday?,Negative
9.37E+17, No I want him to get indicted &amp; watch the kids go to jail - I don't want him to die because the Trump,Negative
9.37E+17,me when i finally die after saying i want to die every single day https://t.co/zXWoEexbQZ,Negative
9.37E+17,So this goes well to show the average American trying to retire will die hungry and alone.,Negative
9.37E+17,"Now playing J. Gardna ft 2 Pistols, Tone Trump &amp; Drop - Die Alone (Remix) (Dirty) on Street Style Radio",Negative
9.37E+17,I just wanna bring up Mac didn't die from cocaine mixed with fentanyl. He literally had a line. .,Negative
9.37E+17,me: oh my god i want to fuckin die i hate myself im so lonely,Negative
9.37E+17,does he think I am gonna be single forever,Negative
9.37E+17,RT @ruinpeach: everyone fighting about this but will is dead and wessa kids are dead and  going to die one day along with jessa,Negative
9.37E+17,I am so tired of living and college I just wanna drop out and work somewhere far away from everyone https://t.co/Dq3rIUxtbv,Negative
9.37E+17,"Tired of living life with the fear of not being liked. So for now on, FUCK IT I am really livin",Negative
9.37E+17,RT @delaneykazee: i am so tired of living in a country that has become about taking sides. bitch can we all just love and respect each other,Negative
9.37E+17,survive but tired like shit whatthe point of living,Negative
9.37E+17,RT @ImHorny32503587: #HornyFact I'm so fucking tired of living I'm not smart I'm not athletic I'm not attractive I'm not talented I just ,Negative
9.37E+17,Y'a I'll go on a complete social media strike till I change myself completely. I'm about to unlearn all the fucked,Negative
9.37E+17,Need to fucking move out already tired of being told what to when to do it and most of all not having a fucking room,Negative
9.37E+17,Tired of merely existing. Want to get to living.,Negative
9.37E+17,"Scared of death, tired of living.",Negative
9.37E+17,"I am tired of lies and living in lies, of people showing only the versions they want to show and of shows that people put on.",Negative
9.37E+17,RT @AmNotJake: I'm so fucking tired of living I'm not smart I'm not athletic I'm not attractive I'm not talented I just have this fucking ,Negative
9.37E+17,RT @Yaanayanaa: I am tired of living like this,Negative
9.37E+17,i am so tired of living,Negative
9.37E+17,"i am tired of struggling, im tired of asking for help and mostly i am just tired of life. It is not worth living anymore.",Negative
9.37E+17,If you're tired of living for the 1st and 15th and you NEED to do some IMMEDIATELY...like when your regular deodora,Negative
9.37E+17,If you're tired of living for the 1st and 15th and you NEED to do some IMMEDIATELY...like when your regular deodora,Negative
9.37E+17,So tired of living with these niggas.. only 2 1/2 months to go,Negative
9.37E+17,Tired of living this life,Negative
9.37E+17,I am so sick and tired of living. https://t.co/w8r1DtTjBi,Negative
9.37E+17,I just want to get my ass done I am tired of living this life,Negative
9.37E+17,I'm tired of living tbh,Negative
9.37E+17,I'm tired of living in a world,Negative
9.37E+17,Living as a hardcore empath is so hard. I'm tired of being nice and putting emotional labor into those who are undeserving,Negative
9.37E+17,I getting tired of living the same day every single day,Negative
9.37E+17,YO sometimes I am just tired of living.,Negative
9.37E+17,can i move out already im tired of living with this old hag,Negative
9.37E+17,If you want us to believe you want to be an American it would make sense to learn English in less than 20 years,Negative
9.37E+17,I am tired of living the regular life,Negative
9.37E+17,im so tired of living. whats the point of me living if i keep whining,Negative
9.37E+17,"I hate that I am at war with myself daily. I hate living at home like this, bc I am told my emotions don't matter",Negative
9.37E+17,I'm sick and tired of people putting so much energy into shitting on ships but they won't do the same to help a live,Negative
9.37E+17,yea I am tired of living by myself,Negative
9.37E+17,I'm so tired of living pay check to pay check. If any scammer wanna DM please do ,Negative
9.37E+17,almost broke down at class just because the most negative thoughts are kicking in and I'm mf tired of living hahahahahahahah,Negative
9.37E+17,Tired of living day by day like everything is alright,Negative
9.37E+17," I am actually tired of this!!! It is like living in a home where the troubled, deceitful child always",Negative
9.37E+17,"All right so that's 200 for slytherin, 590 for hufflepuff and 520 for ravenclaw. Sadly I'll have to cut these sprin",Negative
9.37E+17,My grandpas wrist is bleeding really bad he cut it on accident ,Negative
9.37E+17,RT @revolwoc: @sh_tbritttsays SO CUT MY WRIST AND BLACK MY EYES,Negative
9.37E+17, SO CUT MY WRIST AND BLACK MY EYES,Negative
9.37E+17,So cut my wrist and black my eyes,Negative
9.37E+17,Cut my wrist and black my eeeeeyes,Negative
9.37E+17,CUT MY WRIST AND BLACK MY EYES,Negative
9.37E+17,"But what Bezos, de Blasio, and Cuomo have down is walked into our little lego town, kicked all of our lego towers ",Negative
9.37E+17,Random thought #471729.I'm so glad I live in the time of GPS on my cell and navi in my car bc NOTHING confused me ,Negative
9.37E+17,@EricBoehlert Nothing to live for? Why? Because you have been nasty?,Negative
9.37E+17, @LaVendrickS We used to have one. But keeping a live wild animal in a cage surrounded by screaming drunk,Negative
9.37E+17,RT @ghoulrunnings: ive said it before and ill say it again...waluigi sucks...he sounds and looks funny and thats it...theres nothing else,Negative
9.37E+17, These things are literally an everyday occurrence for my family ever since my parents came to this country. ,Negative
9.37E+17,"RT @petun1ia: I have nothing to live for dude, shits so sad.",Negative
9.37E+17, @BeecheyPat @central_cap @LevequeThots It is sickening. What is sickening is we elect ppl like the lib,Negative
9.37E+17, @VanityFair Who cares? It happened and it is in the past. You have nothing to apologize for. ,Negative
9.37E+17,You hear this @DaveOshry? Together we could start some sort of terrible business that pays nothing and sucks our ,Negative
9.37E+17," @2pc_Viking @DianeMariePosts @M_S_Fricker You are being narrow minded....it's about the people,",Negative
9.37E+17,RT @cparham65: Liberals say conservatives are evil. NOTHING further from the truth! We believe in ,Negative
9.37E+17,"RT andreamvaldez: ""Trumpy Bear isn't your average meme-bred merch gone viral: It appeals to everyone and no one,",Negative
9.37E+17, Was no reason for you to get banned 2k not right..Ronnie stay banning folks that do nothing but try,Negative
9.37E+17,RT @elsierosehewitt: how much anger must u be carrying to treat a stranger -who life/struggles/battles you know nothing about- so poorly?,Negative
9.37E+17, sorry I keep missing u kd u don't need to apoligise  for nothing we all have bad days an what u are dealing,Negative
9.37E+17,"For the past week been thinking about is nothing. I want to disappear, why do I feel so trapped in the life",Negative
9.37E+17,I have an awful habit of avoiding writing papers by watching Instagram live videos of the kids I used to nanny for,Negative
9.37E+17,RT @chimchim246: @987fm #SpeakYourselfSG  always hated my life. always felt like there nothing to live for but BTS has helped me,Negative
9.37E+17,"I'm out of all my fucking meds bc my family thought it was the best to do since I got sick, tired ",Negative
9.37E+17,Don't break other people down just because they may seem weaker? than you. If someone eyes are 20/20 that doesn't,Negative
9.37E+17, @trs63 @forensicpathmd @drjudymelinek @NRA I don't want your guns. Seriously. I am not sure who does,Negative
9.37E+17,RT @memorymess: Pain! I is ust like fire &amp; memories are the alcohol that increases its flare. Have you ever felt the crack of your broken,Negative
9.37E+17,Cookie Dough is like  eat me raw I could make you sick?not realizing that I have been ready to die for things I liked less.,Negative
9.37E+17,"RT @SevenShepherd: ""And a certain centurion's servant, who was dear unto him, was sick, and ready to die."" ~Luke 7:2 #Jesus #God #Bible",Negative
9.37E+17,"""And a certain centurion's servant, who was dear unto him, was sick, and ready to die."" ~Luke 7:2 #Jesus #God #Bible",Negative
9.37E+17,Death scares tf out of me and i am not ready to die,Negative
9.37E+17,Fake news just went ballistic. Get ready.                                 You thought fake news was bad? Deep fake,Negative
9.37E+17," Lady, I am on the hill ready to fucking just die already.",Negative
9.37E+17, Pls don't bring this image to my mind I am not ready to die,Negative
9.37E+17,"RT @bakugousblackgf: nishinoya, small and ready to die: eat my ass spirits",Negative
9.37E+17,"asahi, giant and scared: PLEASE don't eat my ass spirits",Negative
9.37E+17,me: *sees a car crash* i wonder how they crashed,Negative
9.37E+17,jami: probably drunk driver coming onto on-coming traffic,Negative
9.37E+17,RT @poemsandthongs: the kinda bad bitch that's ready to die anyday now,Negative
9.37E+17,all influencers want to be comedians and all comedians want to be dead.,Negative
9.37E+17,RT @porrafelipeee: They figure me a dead motherfucker,Negative
9.37E+17,But I'm just a motherfucker that want to be dead,Negative
9.37E+17,#smallbizz #entrepreneur #entrepreneurlifestyle https://t.co/dEHV7DED58,Negative
9.37E+17,"@TennisGrapevine ""Thousands of dead children"", as he put it. Sigh.",Negative
9.37E+17,"And it make NO logical sense, in their twisted ",Negative
9.37E+17," @marcorubio You want every vote counted no matter if the voter is dead, move to a different precinct,",Negative
9.37E+17,I want a XBOX but I only want it for State of Decay and I dead ass don't have time to play it now. Really would be a pointless purchase,Negative
9.37E+17,RT @AdrianXpression: Homophobic parents spew their bigotry and be wondering why they end up with dead ass kids. Keep acting stupid ,Negative
9.37E+17,I tried to be good and not buy food but i dead ass want chipotle chicken and rice rn,Negative
9.37E+17,"This is correct. I, for one, absolutely do not want to live in a country with these fucking chuds. And I believe ",Negative
9.37E+17," They want people like me dead. They don't want to help me. If I was in Canada, Israel or Germany I wonder",Negative
9.37E+17,"I just want to remind you ll that without Iris, Barry Allen would be dead right now. But she useless right?",Negative
9.37E+17,me: i want to die and be dead,Negative
9.37E+17,"I work hard  every day of my life I work 'til I ache in my bones, at the end ",Negative
9.37E+17," My G-Grandfather fought in WW1, earning the military medal at La Boisselle. Then in the thought of fight",Negative
9.37E+17," @Harryslaststand My G-Grandfather fought in WW1, earning the military medal at La Boisselle. ",Negative
9.37E+17,I don't know what to do. I'm trying so hard to make a life work. To live life. My husband literally refuses to take,Negative
9.37E+17,Ill ride for my dawgs any day but at the end of the day. I already know where the streets can take you &amp; ,Negative
9.37E+17,"RT @mitchlafon: On This Day - November 12th 1976. Queen release single, Somebody to Love.",Negative
9.37E+17, I had to unexpectedly put down one of my rabbits last week and it hurts like hell. It's bad enough when,Negative
9.37E+17,Females will be fucked up in the head and blame a nigga for them being fucked up...you ll gotta take accountability,Negative
9.37E+17,"Something weird in that I couldn't stop thinking about him, couldn't sleep. Then out of some old papers a card",Negative
9.37E+17,"i want to wake up, watch the sunrise and sun set, then go to sleep everyday forever.",Negative
9.37E+17,i wanna go to sleep forever and never wake up im so tired,Negative
9.37E+17,my morning started out so bad i just want to go home and sleep forever,Negative
9.37E+17,Tired of kickin you bitches out the house about ready to go to sleep and wake up to the same ting forever.,Negative
9.37E+17,Off work. Resisting the urge to go home and just fucking sleep forever tbh.,Negative
9.37E+17, that crap took me forever to put together. I am going to go sleep for DAYS,Negative
9.37E+17,I swear it doesn't matter what time I go to sleep my body forever wakes up tired,Negative
9.37E+17,I don't want to go back to school rn. I don't want to drive there. I don't want to do this stupid project. I just want to die,Negative
9.37E+17,RT @amyadamsnose: please somebody come fucking kill me im so in LOVE!!!!! https://t.co/e13ilxL9XJ,Negative
9.37E+17,when that muffin guy said release somebody kill me? I felt that shit,Negative
9.37E+17,Somebody just please kill me before my life gets any more stupid?,Negative
9.37E+17,THIS SUCKS MAN I REALLY DON'T KNOW WHAT I AM ABOUT TO DO ANYMORE RASH DECISIONS AFTER RASH DECISION. NO CONTROL,Negative
9.37E+17,somebody just fucking kill me please,Negative
9.37E+17,wow i want to die! somebody fucking kill me! PLEASE! https://t.co/oyySkOcTE0,Negative
9.37E+17,"@theschwasound @feraljokes @BethLynch2020 Fuck, somebody come kill me please.",Negative
9.37E+17,Adam Sandler before he became shit predicted my future mental state...,Negative
9.37E+17,"""Oh somebody kill me please!",Negative
9.37E+17,please somebody come fucking kill me im so in LOVE!!!!! https://t.co/e13ilxL9XJ,Negative
9.37E+17,You know what I hate? Staying in class during breaks and hearing hormonal teenagers?conversations. Somebody kill me please.,Negative
9.37E+17,Somebody kill the evil version of me please!!,Negative
9.37E+17,SOMEBODY PLEASE FUCKING KILL ME IM SO IN LOVE https://t.co/WbVmmKzDDh,Negative
9.37E+17,Just got back from a sweltering morning covering Cowboys preseason training and the air-con in the office is broken?,Negative
9.37E+17,ALWAYS FUCKING STRESSING AND ITS NOT GOOD. DAY BY DAY I JUST FEEL LIKE IM GOING TO FUCKING LOSE IT AND DO IT. YOU WOULDNT CARE THO BECAUSE IM WORTHLESS TO YOU,Negative
9.37E+17,JUST FUCKIN KILL ME,Negative
9.37E+17,"@kingxhesh,,just fucking kill me already i dont want to be here anymore",Negative
9.37E+17,"@Shy_Tide,England,Yeah no i dont want to be here anymore it hurts too much and im struggling too much",Negative
9.37E+17,"@sadegsi,ger/rus/eng,I want to die so much, I dont want to be here anymore",Negative
9.37E+17,"@lilbluezcluez,crawling out of hell,i dont want to be here anymore",Negative
9.37E+17,",co '19 i dont want to be here anymore i done ruined a good thing https://t.co/Bql3YIlI1L",Negative
9.37E+17,"@Jane_rodriguezz,Cotulla, TX  //  Lacoste, TX,RT @jaemverse: i just dont want to be here anymore",Negative
9.37E+17,"@Madyson_gregg,Castroville, TX,RT @jaemverse: i just dont want to be here anymore",Negative
9.37E+17,"IVE LOST A LOT OF INTEREST IN NASCAR AND DONT THINK I WILL TWEET FROM HERE MUCH ANYMORE. IF YOU STILL WANT TO BE FRIENDS OR SOMETHING, YOU CAN FOLLOW MY LESS POPULAR TWITTER PAGE: @gutcheez. WE CAN BE FRIENDS THERE.",Negative
9.37E+17,"@MrBez1, Staffordshire UK ,@peter4077 Oh peter your rid of him now so life will only get better, dont let him get to you anymore. The tears will go and you can be free once and for all. Here is you want to chat always xxx",Negative
9.37E+17,"@ohvember,Portland, OR,every kid has had a tantrum today i dont want to be here i dont want to hear anymore crying i just want to go home and pet my dog",Negative
9.37E+17,"@homerunderbyemo,,Just checked out that Homerun Derby EP, it SLAPS  https://t.co/lrHB1FDz6t",Negative
9.37E+17,"@gcoakley13,,2nd is 'i dont want to be here anymore' by em too",Negative
9.37E+17,spring break in plain city... it's snowing ,Negative
9.37E+17,I just re-pierced my ears ,Negative
9.37E+17,@caregiving I couldn't bear to watch it.  And I thought the UA loss was embarrassing . . . . .,Negative
9.37E+17,"@octolinz16 It it counts, idk why I did either. you never talk to me anymore ",Negative
9.37E+17,"@smarrison i would've been the first, but i didn't have a gun.    not really though, zac snyder's just a doucheclown.",Negative
9.37E+17,@iamjazzyfizzle I wish I got to watch it with you!! I miss you and @iamlilnicki  how was the premiere?!,Negative
9.37E+17,The Weepies. ,Positive
9.37E+17,Company picnic day. Yay! ,Positive
9.37E+17,@_gymtonic know how you feel... ,Positive
9.37E+17,"Great work out this a.m. Going to do my devotionals, make some phone calls.  And then my day date, movie (UP) and dinner, with my man ",Positive
9.37E+17,"@bobbyllew Hey there, stolen the keyboard or is daddy watching? ",Positive
9.37E+17,@tethlee living's easy on a house boat  [conor oberst],Positive
9.37E+17,@chuckshurley youre welcome ,Positive
9.37E+17,Had a great time tonight! Dinner was just.... superb! ,Positive
9.37E+17,"@juliet_k Thanks, honey  You are an angel!!!! Which two books are up for choice?",Positive
9.37E+17,@GEBradley good morning! ,Positive
9.37E+17,"@TheGadgetShow Caravans and camels, BUT, NOT together....got the hump now ",Positive
9.37E+17,"Sï¿½O SEBASTIAN, HERE WE GO! ",Positive
9.37E+17,"I'm about to jump in my pool, it's 30ï¿?C and I haven't been home in a year!! ",Positive
9.37E+17,@NylonMag  any chance for the UK? ,Positive
9.37E+17,loves the rain. ,Positive
9.37E+17,:tlkin to sum elementary kids about my career at career day.. it feels so good to help.. ,Positive
9.37E+17,@nikkinana LOVE the ocean view ,Positive
9.37E+17,I got new shoes  with lil pink stars on it  I LOV'EM!!!!!,Positive
9.37E+17,@gutzywoman you are welcome my friend.  have a wonderful weekend. and thank you too for the FF,Positive
9.37E+17,feels a little bit like Goldie Locks. This weather is not too hot and not too cold. It's juuuuuust right.  ,Positive
9.37E+17,@overhope sooo. ranzel and you are talking. ,Positive
9.37E+17,@SpiritLibrary  Welcome - and thank you for the #followfriday! ,Positive
9.37E+17,@bobbyllew hello rob's daughter. ,Positive
9.37E+17,"gud am, painting and music on the agenda.... i feel inspired....... wish i get the call back for the audition today ",Positive
9.37E+17,"@MalaysianLife Hey, thanks for including me in 'Malaysians to follow this #followfriday' ",Positive
9.37E+17,@OhioHogFarmers as long as I can run the numbers with a computer instead of a slide rule. ,Positive
9.37E+17,@tooshort55 LoL....Im beyond excited....cant wait for the day to end ,Positive
9.37E+17,"@buckhollywood Grease 2 is better than most people say, Pfeiffer did a good Cool Rider. ",Positive
9.37E+17,@AmandaON1063 LOL i like the title. its funny!  should have called it the morning dork. but i guess jay took that one already.,Positive
9.37E+17,@CloverCakesCxC good morning loverface  tgif,Positive
9.37E+17,"@BernardHarris Excellent message! I would have loved to see a real astronaut when I was a kid! Fantastic what you are doing, love it!!! ",Positive
9.37E+17,@courtkell glad to see you have joined the twitter cult! ,Positive
9.37E+17,"@ShizumaTaka My dad says I'm nearly a full grown hermit.  It's fun, you should try it.",Positive
9.37E+17,Is on the beach in GA. MJ ,Positive
9.37E+17,@AbbieRoad yay! can't wait to meet you  make sure you stop by and say hi!,Positive
9.37E+17,@ANGELJACKIE44 You are so welcome! So great to meet you ,Positive
9.37E+17,Thanks to @a4aspie and @AutismInsights for the #followfriday! ,Positive
9.37E+17,@shobankr i'll just make a note that the person doesn't like information overload... ,Positive
9.37E+17,@funnyhills nice! Enjoy and have a great weekend eh ,Positive
9.37E+17,@SEOcopy Wait...YOU called me a dork? Did you know &quot;Dork&quot; in Greek means &quot;Great and powerful. Ripe lover of radio who fosters kindness.&quot; ,Positive
9.37E+17,i feel a new blog coming on ,Positive
9.37E+17,"@kMTgraphicdsgn I would love to be considered for your blog!  I've been Etsy for 2.5 years, 192 sales as of this morning ",Positive
9.37E+17,"@lazyage yeah, well, how does it go again? &quot;variety is the spice of life&quot;?  I didn't mind the battles, just the graphic violence. scorpian",Positive
9.37E+17,@sicklipstick that's...too bad? ,Positive
9.37E+17,@kate_mjm oh what uni you going to again ? ,Positive
9.37E+17,Yay! @nanpalmero did great! He's so cute!  everyone at work liked that he said &quot;bonging a beer&quot; heh!,Positive
9.37E+17,"@sallyinnorfolk Congrats on the new bookings, looks like your Ad went over well. I hope this brings many new clients your way ",Positive
9.37E+17,@whosthanny que dvd? ,Positive
9.37E+17,@MomaMiaCL Coming through loud and clear. ,Positive
9.37E+17,Done with briefing too. Looking forward to a fruitful learning journey with LTC ,Positive
9.37E+17,"@kmbrune oh thanks!  that's my neice!  she just celebrated her 1st bday - such a cutie, that one! ",Positive
9.37E+17,A bunch of errands before the rehersal dinner tonight! Yay willow and scott ,Positive
9.37E+17,just sitting here relaxing..enjoying the silence while the boys r napping! ,Positive
9.37E+17,people needs to make a website for @itschristablack too! ,Positive
9.37E+17,@lisetteprice me either! Go us ,Positive
9.37E+17,@ashsilva add me as friend on facebook Yvette Murray ,Positive
9.37E+17,Had Japanese food with Dad at Origami ,Positive
9.37E+17,@voipusers that's what the podcast is for ,Positive
9.37E+17,@LocalJoost Try having a conversation in Javascript... Klingon is easier ,Positive
9.37E+17,@Sunny630 Thanks for the shout out...even though u called us broads!!!...lol.....shame! ,Positive
9.37E+17,@Daves_Cornbread thanks   I'm so excited!! DMB tonight!!!,Positive
9.37E+17,@VirginIncVuture That looks amazing. I can't wait for it to come out! ,Positive
9.37E+17,@patriciaco When's the checking of sections? ,Positive
9.37E+17,"Okay off for some drinks with the boys. Good night, Twitterverse ",Positive
9.37E+17,"Finished for the day, now beach in the sunshine ",Positive
9.37E+17,"@jrr1234 Deep breathing exercises are good for a lot of things. Killing 2 birds with one stone, I guess! ",Positive
9.37E+17,@Applecored I Didn't =( It Just Broke!! Within The 28 Days So Getting A New One ,Positive
9.37E+17,sunny... according to ipod its 24 degrees ,Positive
9.37E+17,Hmmm...this weekend? Trouble...possibly ,Positive
9.37E+17,Interviewing for a part-time call center position w/ the BSO today!  ,Positive
9.37E+17,that was for dragonguy83 ,Positive
9.37E+17,: I going off in 10 mins ,Positive
9.37E+17,Obama will host the next G-20 summit in our little burgh... September should be interesting...  http://bit.ly/tvv0Q,Positive
9.37E+17,@mohd_athar hahahha just kidding Athar.. Thanks ya  I believe you're sincere kok hehe.,Positive
9.37E+17,"@Nemi72 haha, Im still working on that skill ",Positive
9.37E+17,"In the land of #makerfaire where Makers of all kinds roam, all the misfit toys in the toybox get shiny new purposes &amp; R made whole ",Positive
9.37E+17,Enjoyed playing bohnanza with @thelonelygnome @inkflamingo et al. I'm going to suggest an entire day of playing this game. ,Positive
9.37E+17,@indieicing happy anni  we made 5yrs this year too!,Positive
9.37E+17,"@GangBadoy Yeah, Gang! Give them the HARD TALK, a la Tim Sebastian of the BBC years back. ",Positive
9.37E+17,@HollaAtK can't wait to see it omg ,Positive
9.37E+17,@TiaColleen OOOH I will get the recipe at lunch and give it to ya later ,Positive
9.37E+17,@3rdbrain Karachi se hee  we are called &quot;Kutchi Memons&quot; where are you?,Positive
9.37E+17,@Mia322 youre welcome! have a great #followfriday ,Positive
9.37E+17,Extremally happy ,Positive
9.37E+17,Buenos dias! Yay is friday! Woke up feeling like yeeeeeeeeee! Ha! Much luv to all u twitterlovers! ,Positive
9.37E+17,Analog Heart on continuous play while driving to the doctor. I love having Fridays off! Not to brag... ,Positive
9.37E+17,Thinks today witt be pretty dandy. ,Positive
9.37E+17,I checked my usage online &amp; I have sent/received 831 texts this month thank goodness its unlimited!! ,Positive
9.37E+17,@rohansingh -- Happy Birthday!  Come on down to Shultzy's and I'll buy you your birthday beer.  ,Positive
9.37E+17,@kathy_moore I got to taste @thefoodgeek's pies last weekend  Highly recommended.,Positive
9.37E+17,a recordar os Belle Chase Hotel ,Positive
9.37E+17,@melodyromancito aaahhhh now i understand!  makes sense! ,Positive
9.37E+17,@paulg23 we're in the punter pub on Cheltenham lane - come and join us here at the wedding reception. ,Positive
9.37E+17,@Austinp3 YAY DC! what exactly do you wanna do? site see...museums...nitelife...eat?? ,Positive
9.37E+17,back out to the sun ,Positive
9.37E+17,For very inspiring tweets #followfriday @SusanCosmos ~~~~ ,Positive
9.37E+17, Just havent got arnd 2 it yet...,Positive
9.37E+17,Going to Niagara Falls today! ,Positive
9.37E+17,#followfriday @1sweetwhirl an #awesome mom and a great friend  (via @ruhanirabin) &lt;&lt;-much love 4 u sweetheart! *hugs* xo,Positive
9.37E+17,@jonasobsessedx oh i love spain  i`m from romania and how old are you?,Positive
9.37E+17,"NO, &amp;&amp; I'M MISSING MY HAT, SO I LOOK NORMAIL ",Positive
9.37E+17,@raconteur2010 Why are you up already talking politics? ,Positive
9.37E+17,@shnjhnsn You are technically old enough to be eaten up. You can't hide behind that apron string anymore. ,Positive
9.37E+17,Going to my management again to go on tape for 2 films shooting in LA next month.... I think the universe wants me back to LA  ,Positive
9.37E+17,And a buttom fell off my jacket. What is it with buttons? They don't like to stay on. Guess @_twt will have to help me sew it on. ,Positive
9.37E+17,@fixedentropy OK then - Ill watch the Bob Dylan one insteda ,Positive
9.37E+17,Trojanantics was fun and pretty amazing...one down one to go! (Note to self wear hair UP.) ,Positive
9.37E+17,@Asfaq Can't see you brother. Let's catch up post the concert. ,Positive
9.37E+17,"@JonLeTocq no problem Jon, you &amp; I have similar training values &amp; fat loss isn't one of them  Just keep going (apart from db mishaps!) ",Positive
9.37E+17,"I don't know, I graduated a &quot;few&quot; years back.  why are you asking me?",Positive
9.37E+17,@nbc12 yea! ,Positive
9.37E+17,will be getting a flu shot soon  lol,Positive
9.37E+17,@DsBabyGirl good morning. getting excited 7 days until i'm 25!!!!! and 8 days until @NKOTB concert!!!!! ,Positive
9.37E+17,@Gspartridge76 Thanks for the FF ,Positive
9.37E+17,@mfhorne Thanks for asking the audio question - Someone suggested software that is PERFECT for my needs ,Positive
9.37E+17,@Chaveeo  hey mama,Positive
9.37E+17,@esanchez01 all you need is an ipod.  still jamming to kinito!,Positive
9.37E+17,@oooh_LALA thanks ,Positive
9.37E+17,@buskoven Takin' it up the nice  Ha en fin en sjï¿½l!,Positive
9.37E+17,"Hey buddy, wats happening...what r u planning on doing tonite, of all the options i have given you  which one you will take up man..",Positive
9.37E+17,"@jconley21 Near MI, you're now smelling a good smell. I can understand why you thought it was bad since you're so used to the OH stench. ",Positive
9.37E+17,@Not_A_Kid She gave it to him i think. And he read it. And so have dougie and tom's mums. ,Positive
9.37E+17,"@greggarbo One of my favorite songs.  australia,games,hollywood and inseparable.",Positive
9.37E+17,@Pam97 Hi Pam!  I'm writing too!  HAPPY FRIDAY!! ,Positive
9.37E+17,Good start to the morning so far. A little more work to do then a blood test and a trip to the yarn store to make up for the blood test ,Positive
9.37E+17,@ladygaga Next Wednesday Night..12.05pm i think..Channel 4. PAPARAZZI!!!..I don't watch the videos that have been leaked ,Positive
9.37E+17,(@xxTaSh) that Iï¿½m excited for his album and stuff so just shut up and and kiss my ass ,Positive
9.37E+17,@rmccue NAD's. You got me there ,Positive
9.37E+17,@jellybeanhorror if this is love! amazing ,Positive
9.37E+17,"@mohd_athar thanks Athar  You too, have a good one!!",Positive
9.37E+17,"@CherylHarrison If @tokenliberal is wearing a Burger King crown on his profile, I like him already.  ",Positive
9.37E+17,"@shakeappeal Ha! No, not your Mom, my girlfriend's mom!! ",Positive
9.37E+17,"when you get home today, but that's just a side effect for a greater good ",Positive
9.37E+17,"@raginaphalange Anyway the song keeps on playing in my head, in case you was wondering! ",Positive
9.37E+17,@elavoca you're probably right  You know what I mean... like with the seagulls. The thing is: to remember there's no reason things change,Positive
9.37E+17,"Were having an ice cream party today  catered by cold stoneee! Best thing about private school, we get the best shit.",Positive
9.37E+17,"#followfriday @chovaleoni she's hilarious, witty &amp; wonderful ",Positive
9.37E+17,@littlemissmessy Sounds like a good weekend to me ,Positive
9.37E+17,"@pollyalida lots of cheap golf shirts, too.  Including a fave my friend Lizanne gave me in Sydney",Positive
9.37E+17,For my friends who may not know... #FF means follow friday  (recommendations for people you think others should follow),Positive
9.37E+17,"home from the beach, and oh so tan ",Positive
9.37E+17,Happy Friday everyone! It's going to be a fantastic weekend in Atlanta!!! Looking forward to hanging out poolside ,Positive
9.37E+17,@jenciTN Why hello my dear! Are you melting things up as usual? ,Positive
9.37E+17,going to the citiy  oh god iï¿½m such a shopaholic :S,Positive
9.37E+17,just in from bein at my grannys. Got another discintion (can't spell it) today in college ,Positive
9.37E+17,@efink my gegegeneration! ,Positive
9.37E+17,is about to go out in the lovely sunshine ,Positive
9.37E+17,babysitting   It's fun because i get to watch spongebob,Positive
9.37E+17,"@CharlesGary I think so too, hopefully we have an expert in the group on the topic (oh wait, we do, YOU!) ",Positive
9.37E+17,Starter som konsulent hos Atea 1. september ,Positive
9.37E+17,Good morning!!!!!  It's Friday!!  ,Positive
9.37E+17,@knicha  morning!,Positive
9.37E+17,@omgrrr Thank you  So you dont think its too over the top for going out with my friends?,Positive
9.37E+17,"Shojo Beat's -Rasetsu, Vol. 1- out in just a matter of days! ",Positive
9.37E+17,GOOD MORNING!!!  . There are no shortcuts to any place worth going.,Positive
9.37E+17,@bendemora he was  I was addicted to that programme (when my mum &amp; dad didn't realise I was watching it),Positive
9.37E+17,@jordanknight where are u today? I hope u had a safe flight! Miss u ,Positive
9.37E+17,Grad rehersal! Woohoo!! Pretty stoked for the real thing ,Positive
9.37E+17,"@duquesneparis bookmarking, thanks, will consider it if our trip happens ",Positive
